# DS_ClickRecovery Optimisation
# Sat Dec  5 00:23:25 AUSEDT 2009
 
#param.w.x[glg][ds] = 0.000531549	[1e-06,0.03]
#param.w.x[hsr][ds] = 0.000167221	[1e-06,0.03]
#param.w.x[lsr][ds] = 0.013091	[1e-06,0.03]
#dstellate_gkltbar = 0.0163897	[1e-06,0.03]
#gaba_decay = 5.43235	[1e-06,0.03]
#gaba_rise = 0.261939	[1e-06,0.03]
#dstellate_gleak_rm = 0.00274146	[1e-06,0.03]
# final error=0.009736
# unweighted error=0.009736
# Click Delay (ms)	Target Rate (normalised)	 Output
2	1.000	0.200	0.900	0.050
3	1.000	0.300	0.940	0.300
4	1.000	0.450	0.850	0.530
8	1.000	0.630	0.920	0.810
16	1.000	1.000	0.940	0.930
# Error in quiet regions
#  0.000
#  0.000
#  0.000
#  0.000
# Principle axis matrix
#	-0	-0.0696292	0.930844	0.224081	-0.11732	0.144543	0.209312	
#	0.255017	-0.407544	0.282498	-0.392227	-0.108436	0.469111	-0.550821	
#	0.147437	0.117166	0.341008	-0.627225	0.281225	0.464881	0.399542	
#	-0.861073	0.326483	0.18893	-0.190522	0.278956	-0.0244316	0.0394375	
#	-0.0385386	-0.24002	0.715395	-0.0138428	0.437254	0.445504	-0.198137	
#	-0.0715799	-0.489619	0.0178433	0.450346	-0.167392	-0.601421	-0.402854	
#	-0.458904	-0.336952	0.0601573	0.037081	0.71504	0.319822	-0.239392	
