# DS_ClickRecovery Optimisation
# Fri Dec  4 17:33:38 AUSEDT 2009
 
#param.w.x[glg][ds] = 0.00022603	[1e-06,0.03]
#param.w.x[hsr][ds] = 0.00216534	[1e-06,0.03]
#param.w.x[lsr][ds] = 0.000184798	[1e-06,0.03]
#dstellate_gkltbar = 0.0133835	[1e-06,0.03]
#gaba_decay = 1.41772	[1e-06,0.03]
#gaba_rise = 0.27373	[1e-06,0.03]
#dstellate_gleak_rm = 0.000196441	[1e-06,0.03]
# final error=0.114801
# unweighted error=0.021729
# Click Delay (ms)	Target Rate (normalised)	 Output
2	1.000	0.200	1.000	0.170
3	1.000	0.300	1.000	0.210
4	1.000	0.450	1.000	0.840
8	1.000	0.630	1.000	1.000
16	1.000	1.000	1.000	1.000
# Error in quiet regions
#  0.070
#  0.030
#  0.020
#  0.000
# Principle axis matrix
#	-0	-0.224444	0.32095	-0.259424	-0.281849	0.254528	0.796926	
#	-0.158607	0.198254	0.191797	-0.166635	-0.628174	-0.635329	0.269706	
#	0	0.684206	-0.430176	0.169844	-0.492487	-0.0632282	0.26725	
#	-0.023621	-0.493083	-0.146192	0.466109	-0.196696	-0.65865	0.212538	
#	-0.198263	0.0935686	0.663543	0.298916	-0.543956	0.0501828	-0.351982	
#	0.587528	0.295108	0.378502	-0.323032	0.0533036	-0.562748	0.0241075	
#	0.0803424	-0.332265	-0.314955	-0.581565	-0.56992	-0.0371597	-0.345747	
